fighter_name,height,weight_lbs,reach_inches,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,age
Ryan Loder,74.0,185.0,76.0,5.1,69,2.46,50,1.37,14,100,1.4,35.25530458590007
Sean Loeffler,75.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,44.290212183436005
Rocky Long,70.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,48.54757015742642
Christian Lohsen,74.0,155.0,77.0,5.27,49,6.93,44,0.0,0,0,2.0,31.616700889801507
Michael Lombardo,72.0,170.0,72.0,1.47,62,2.63,31,2.5,21,60,0.0,36.427104722792606
David Loiseau,72.0,185.0,76.0,1.59,44,3.64,43,0.43,42,36,0.1,46.72142368240931
Hector Lombard,69.0,185.0,71.0,3.02,46,3.35,53,1.69,48,77,0.5,48.591375770020534
Lucas Lopes,74.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,46.92128678986995
Thomas Longacre,69.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Dileno Lopes,65.0,135.0,72.0,2.37,36,3.33,53,2.5,31,100,1.5,41.94387405886379
Ange Loosa,70.0,170.0,74.0,5.46,46,6.59,52,2.53,39,83,0.2,33.47022587268994
Loma Lookboonmee,61.0,115.0,61.0,3.58,55,2.45,53,1.76,50,70,0.1,30.633812457221083
Federico Lopez,64.0,139.0,72.0,1.78,23,5.35,30,0.0,0,0,0.0,42.672142368240934
Jorge Lopez,70.0,170.0,72.0,2.47,59,2.57,50,3.5,41,81,0.0,37.790554414784395
Ivan Lopez,66.0,135.0,72.0,0.9,26,2.24,65,0.0,0,30,0.0,39.59753593429158
Christopher Lopez,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,40.59958932238193
Steve Lopez,71.0,155.0,72.0,1.39,24,2.69,62,0.0,0,37,0.0,42.10266940451746
Matthew Lopez,67.0,135.0,69.0,3.13,50,3.73,55,3.32,60,71,1.3,39.624914442162904
Benito Lopez,70.0,135.0,73.0,4.39,45,5.18,56,0.0,0,73,0.3,32.41889117043121
Henrique Da Silva Lopes,70.0,265.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,41.497604380561256
Arthur Lopes,74.0,234.0,77.0,9.74,41,14.87,45,0.0,0,0,0.0,33.549623545516766
Bruno Lopes,74.0,205.0,74.0,2.87,44,4.83,50,2.05,25,100,0.0,33.36892539356605
Diego Lopes,71.0,145.0,72.0,3.79,47,4.65,46,0.82,46,68,1.3,31.685147159479808
Gabriel Lorenco,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,26.934976043805612
Gustavo Lopez,65.0,135.0,67.0,2.48,40,3.87,57,1.74,41,31,0.7,37.1937029431896
Brendan Loughnane,70.0,145.0,70.0,6.23,63,6.7,53,1.5,30,92,0.0,36.75290896646133
Nate Loughran,74.0,185.0,72.0,1.81,40,4.11,59,0.0,0,0,2.1,46.10814510609172
Caolan Loughran,66.0,135.0,68.0,4.73,42,5.2,52,3.0,34,87,0.0,30.302532511978097
Rashard Lovelace,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Jakob Lovstad,75.0,205.0,72.0,0.0,0,9.43,35,0.0,0,0,0.0,46.691307323750856
Brandon Lowe,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Ian Loveland,68.0,145.0,72.0,2.71,40,2.36,64,1.0,37,69,0.3,42.997946611909654
Waylon Lowe,67.0,145.0,72.0,1.88,55,2.4,53,4.47,55,83,0.3,45.84804928131417
Alik Lorenz,74.0,205.0,77.0,2.0,33,32.0,11,0.0,0,0,0.0,29.61259411362081
Colton Loud,70.0,125.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,25.746748802190282
Joe Lowry,71.0,155.0,73.0,3.97,34,4.25,63,0.0,0,0,0.0,36.733744010951405
Lu Zhengyong,70.0,125.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Lu Kai,69.0,145.0,69.0,3.76,43,5.51,55,2.62,50,100,2.6,32.51745379876797
Matt Lucas,73.0,205.0,72.0,1.27,48,3.93,40,1.0,10,0,0.0,52.69267624914442
Robert Lucarelli,74.0,245.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Cleber Luciano,66.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Stephanie Luciano,66.0,115.0,65.0,5.25,42,3.29,63,1.47,66,80,0.5,26.72416153319644
Iasmin Lucindo,63.0,115.0,66.0,3.22,45,2.8,62,2.28,55,68,0.1,24.659822039698838
Lawrence Lui,67.0,135.0,72.0,3.72,39,3.32,60,5.3,40,100,0.0,30.088980150581794
Duane Ludwig,70.0,170.0,70.0,4.62,44,3.05,57,0.43,25,59,0.1,48.09034907597536
Mike Lullo,68.0,145.0,72.0,2.48,36,4.84,40,1.18,11,0,0.6,47.121149897330596
Juan Andres Luna,67.0,125.0,72.0,3.27,31,3.0,65,0.0,0,0,0.0,31.04722792607803
Paula Luna,62.0,125.0,62.0,0.65,50,6.2,17,0.0,0,0,0.0,27.173169062286107
Vicente Luque,71.0,185.0,75.0,4.8,50,5.24,51,0.89,48,59,0.7,34.776180698151954
Santiago Luna,69.0,135.0,74.0,4.74,53,2.76,67,2.3,71,57,0.9,22.083504449007528
Dalcha Lungiambula,68.0,185.0,76.0,3.07,45,3.93,52,2.14,45,77,0.0,39.10198494182067
Tucker Lutz,68.0,145.0,72.0,3.74,46,3.25,44,1.99,44,69,0.2,32.153319644079396
Alexandru Lungu,72.0,385.0,72.0,3.61,66,7.22,40,0.0,0,0,0.0,52.0082135523614
Lv Zhenhong,68.0,145.0,67.0,0.0,0,0.0,0,0.0,0,0,0.0,33.19917864476386
Adam Lynn,70.0,155.0,72.0,1.47,63,6.95,10,0.0,0,50,0.0,48.80492813141684
Thaddeus Luster,75.0,210.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Joilton Lutterbach,73.0,185.0,75.0,0.0,0,0.0,0,0.0,0,0,0.0,33.83436002737851
Travis Lutter,71.0,185.0,75.0,0.41,32,2.42,42,1.95,24,30,0.7,53.319644079397676
Stevie Lynch,70.0,170.0,72.0,2.47,25,7.06,41,0.0,0,0,0.0,39.59753593429158
Chris Lytle,71.0,170.0,68.0,3.76,45,3.03,58,0.7,55,55,2.4,52.05201916495551
Marcos da Matta,64.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,53.47022587268994
Sarah D'alelio,67.0,145.0,72.0,2.4,33,0.0,100,0.0,0,100,0.0,45.73032169746749
Henrique da Silva,75.0,205.0,76.0,3.89,60,5.28,40,0.25,14,22,0.2,37.01300479123888
Alex Da Silva,68.0,155.0,73.0,2.14,46,2.52,56,1.97,43,76,0.3,30.587268993839835
Ariane da Silva,66.0,125.0,67.0,4.05,41,4.4,50,0.47,38,68,0.3,32.610540725530456
Deni Daffa,72.0,155.0,74.0,3.47,38,6.45,38,0.0,0,0,0.0,26.99520876112252
Radley Da Silva,69.0,145.0,71.0,0.27,22,0.93,48,6.0,100,100,0.0,31.21423682409309
Richard Dalton,73.0,205.0,72.0,1.2,69,3.27,25,1.0,11,0,0.0,49.13347022587269
Dave Dalgliesh,74.0,205.0,72.0,0.0,0,1.85,50,0.0,0,0,0.0,48.421629021218344
Nicolas Dalby,71.0,170.0,74.0,3.88,43,3.51,52,0.9,26,59,0.1,41.804243668720055
Paul Daley,69.0,170.0,76.0,3.14,47,2.37,60,0.91,40,64,0.0,43.540041067761805
Leonardo Damiani,70.0,170.0,69.0,1.67,23,4.17,37,0.0,0,50,0.0,36.01916495550992
Marko Damiani,72.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Cindy Dandois,67.0,135.0,72.0,3.13,32,3.4,58,5.0,55,0,0.0,41.86173853524983
Aisling Daly,62.0,115.0,64.0,2.92,52,1.4,55,2.15,41,33,0.9,38.70225872689939
Batgerel Danaa,67.0,135.0,70.0,5.38,36,4.21,47,0.52,50,62,0.0,37.17453798767967
Peter Danesoe,69.0,135.0,68.0,4.99,52,6.73,38,0.0,0,62,0.0,26.012320328542096
Carina Damm,64.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Rodrigo Damm,67.0,155.0,71.0,3.5,36,5.61,57,0.44,16,80,0.3,46.59000684462697
Eduardo Dantas,70.0,135.0,72.0,3.33,60,3.0,60,4.0,23,100,0.0,37.58795345653662
Alexandre Dantas,74.0,238.0,72.0,0.21,25,1.87,60,0.0,0,0,3.1,47.51813826146475
Anvarbek Daniyalbekov,70.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,31.279945242984258
Marques Daniels,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,48.2299794661191
Karen Darabedyan,67.0,155.0,68.0,3.43,51,2.62,67,2.14,75,0,0.0,39.71800136892539
Mac Danzig,68.0,155.0,70.0,3.39,48,3.44,57,1.2,37,46,0.6,46.677618069815196
Raymond Daniels,74.0,185.0,72.0,0.0,0,2.61,38,0.0,0,33,3.0,46.35455167693361
Jarjis Danho,75.0,265.0,74.0,3.38,50,5.25,49,0.51,16,100,0.0,42.893908281998634
Jose Daniel Medina,72.0,185.0,74.0,2.13,36,5.34,46,0.39,33,27,0.0,35.30732375085558
Adam Darby,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,27.813826146475016
Alvi Dasuyev,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Brian Davidson,66.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,50.789869952087614
Rick Davis,69.0,155.0,72.0,3.09,50,6.19,64,0.0,0,0,0.0,39.59753593429158
Chris Daukaus,75.0,205.0,76.0,6.05,50,4.64,55,0.0,0,100,0.0,36.94729637234771
Sean Daugherty,72.0,175.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,50.757015742642025
Beneil Dariush,70.0,155.0,72.0,3.74,49,2.63,57,2.21,38,82,0.8,37.33607118412046
Kyle Daukaus,74.0,185.0,76.0,3.16,53,2.94,42,1.97,25,79,2.0,33.52224503764545
Marcus Davis,70.0,170.0,70.0,2.72,39,2.79,65,1.6,48,47,1.4,53.034907597535934
Lemont Davis,68.0,170.0,72.0,0.87,54,1.27,55,1.0,50,0,1.0,39.59753593429158
Justin Davis,71.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,43.43326488706366
Mike Davis,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
LC Davis,68.0,135.0,69.0,2.04,30,2.1,59,2.27,46,66,0.2,45.856262833675565
Phil Davis,74.0,205.0,79.0,2.85,34,1.33,72,2.99,38,72,0.6,41.946611909650926
Danny Davis,74.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,44.10951403148528
Alexis Davis,66.0,135.0,68.0,4.63,49,4.45,54,0.95,44,34,0.7,41.921971252566735
Yorgan De Castro,72.0,250.0,74.0,2.46,43,3.85,53,0.0,0,77,0.0,39.715263518138265
Geraldo de Freitas,67.0,135.0,72.0,3.67,52,2.62,50,3.0,45,59,0.0,34.93497604380561
Brandon Davis,70.0,135.0,72.0,4.68,35,4.62,58,0.74,42,57,0.1,36.33127994524298
Hakeem Dawodu,68.0,145.0,73.0,5.45,50,3.37,56,0.0,0,65,0.0,35.181382614647504
Philip De Fries,77.0,250.0,79.0,2.3,47,3.0,37,3.29,42,100,0.6,40.37782340862423
Chris de la Rocha,75.0,250.0,80.0,4.08,45,6.37,43,2.02,30,33,1.0,47.31279945242984
Grant Dawson,70.0,155.0,72.0,3.14,51,2.14,44,3.58,39,66,1.4,32.54209445585216
Mark De La Rosa,66.0,135.0,65.0,3.13,35,5.0,48,0.54,13,40,0.2,32.016427104722794
Angel De Anda,69.0,225.0,72.0,5.68,46,6.32,47,0.0,0,0,0.0,41.275838466803556
Jason Day,72.0,185.0,72.0,3.61,54,3.46,47,1.13,100,0,0.0,45.30047912388775
Martin Day,70.0,145.0,73.0,3.97,45,3.79,53,0.72,60,65,0.5,37.82067077344285
Reinier de Ridder,76.0,185.0,78.0,2.47,48,2.36,46,2.56,29,40,0.6,35.997262149212865
Rodrigo de Lima,67.0,155.0,72.0,1.29,33,5.5,32,2.66,36,0,1.3,35.488021902806295
Johil de Oliveira,66.0,170.0,72.0,0.51,34,0.73,58,1.1,50,44,0.6,57.08145106091718
Edilberto de Oliveira,72.0,170.0,72.0,4.12,32,6.79,61,0.0,0,0,0.0,43.78918548939083
Jorge de Oliveira,68.0,155.0,72.0,1.26,31,4.84,48,0.0,0,22,0.0,46.62286105407255
Mike de la Torre,71.0,145.0,71.0,3.21,39,4.75,51,0.36,16,83,0.0,39.95619438740589
Montana De La Rosa,67.0,125.0,68.0,2.9,37,3.39,45,1.85,33,68,0.8,31.55920602327173
Jair De Oliveira,69.0,205.0,69.0,3.98,60,3.45,69,0.0,0,0,0.0,30.327173169062284
Isabela de Padua,63.0,125.0,64.0,1.0,35,2.07,50,2.0,66,0,1.0,35.006160164271044
Crezio de Souza,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Gloria de Paula,65.0,115.0,67.0,4.89,53,3.77,66,0.74,37,65,0.5,31.241615331964407
Germaine de Randamie,69.0,135.0,71.0,2.57,46,2.0,65,0.0,0,65,0.4,42.36824093086927
Carl Deaton,67.0,155.0,69.0,1.53,31,1.85,61,0.0,0,50,0.0,36.78302532511978
Shane del Rosario,76.0,250.0,72.0,3.93,60,2.97,54,1.2,40,16,2.4,42.954140999315534
Issac DeJesus,70.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Tom DeBlass,72.0,185.0,72.0,1.5,35,4.43,37,1.0,50,28,0.5,44.31485284052019
Rafael  Del Real,71.0,225.0,72.0,5.58,40,0.0,0,20.93,100,100,0.0,39.59753593429158
Marcos Degli,70.0,125.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,26.316221765913756
Wallen Del Rosario,64.0,125.0,67.0,1.4,32,4.73,40,1.0,16,100,0.0,33.47022587268994
Israel Delgado,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Humberto DeLeon,70.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,36.81587953456537
Jose Delano,68.0,145.0,70.0,8.43,64,3.5,68,0.0,0,75,0.0,29.984941820670773
Yadier del Valle,69.0,145.0,69.0,4.12,61,2.13,55,1.21,42,61,2.0,30.105407255304584
Rolando Delgado,75.0,155.0,77.0,1.56,40,1.83,62,1.17,22,0,3.5,44.78850102669404
Ante Delija,75.0,239.0,78.0,4.28,38,3.95,52,0.0,0,75,0.0,36.082135523613964
Jose Delgado,71.0,145.0,73.0,6.07,53,4.18,52,1.37,38,63,0.0,28.37782340862423
Jack Della Maddalena,71.0,170.0,73.0,5.32,51,4.24,61,0.34,20,64,0.1,29.987679671457904
Roland Delorme,69.0,135.0,71.0,2.28,44,4.32,40,2.51,34,42,1.6,42.718685831622174
Jon Delos Reyes,66.0,125.0,67.0,2.99,38,4.14,51,3.2,83,55,1.9,39.04996577686516
Jason DeLucia,71.0,190.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,57.11978097193703
Mackenzie Dern,64.0,115.0,63.0,3.47,41,3.93,51,0.93,18,37,1.1,33.45379876796714
Booker DeRousse,74.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,45.45653661875428
Justin DeMoney,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,41.18275154004107
Chris Dempsey,70.0,185.0,72.0,2.25,32,2.82,65,2.64,23,16,0.0,38.99520876112252
Vanessa Demopoulos,62.0,125.0,59.0,3.37,39,5.39,41,0.32,9,26,0.4,37.95482546201232
Nick Denis,67.0,135.0,72.0,6.54,53,5.42,36,2.8,100,80,0.0,42.90485968514716
Jason Dent,70.0,155.0,71.0,2.01,39,3.7,62,0.0,0,26,1.4,46.234086242299796
Robert Densley,69.0,155.0,72.0,1.81,47,0.4,60,0.0,0,50,0.0,39.59753593429158
Thomas Denny,70.0,170.0,72.0,2.36,45,4.69,40,1.48,17,42,1.5,55.383983572895275
John Devine,70.0,155.0,72.0,1.52,18,2.28,57,0.0,0,0,0.0,48.63518138261465
Rabindra Dhant,67.0,135.0,69.0,4.06,53,2.39,47,3.12,25,66,0.0,27.76728268309377
Robelis Despaigne,79.0,265.0,84.0,2.11,59,2.54,46,0.0,0,50,0.0,37.99041752224504
Edwin DeWees,73.0,185.0,72.0,1.53,33,6.19,39,2.18,66,0,3.3,44.082135523613964
Cory Devela,60.0,185.0,72.0,4.07,41,4.0,47,1.07,12,62,0.0,42.08624229979466
Tony DeSouza,72.0,170.0,70.0,1.12,52,1.57,41,2.25,42,40,1.5,52.114989733059545
Tyler Diamond,67.0,145.0,69.0,3.4,47,2.53,44,3.0,75,70,0.0,35.4715947980835
Micol Di Segni,63.0,115.0,60.0,7.47,40,5.87,33,0.0,0,37,0.0,38.68856947296372
Thomas Diagne,73.0,154.0,72.0,4.53,48,4.53,63,2.0,100,66,0.0,43.00889801505818
Alessio Di Chirico,72.0,185.0,74.0,3.32,39,3.44,61,1.46,39,83,0.0,36.733744010951405
Cyrille Diabate,78.0,205.0,81.0,4.06,71,1.78,60,1.17,83,53,0.2,52.917180013689254
Eldo Xavier Dias,71.0,180.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,62.1409993155373
Rafael Dias,69.0,145.0,72.0,1.13,27,2.19,60,3.17,47,100,1.2,46.88021902806297
Marc Diakiese,70.0,155.0,73.0,2.54,40,2.64,52,3.29,43,66,0.0,33.4757015742642
Victor Dias,66.0,125.0,69.0,2.87,44,5.8,55,5.0,41,0,0.0,35.696098562628336
Luis Felipe Dias,70.0,185.0,74.0,2.86,45,2.71,55,4.52,57,66,1.1,31.63586584531143
Magno Dias,65.0,135.0,67.0,2.44,45,7.32,50,1.41,33,0,1.4,30.767967145790553
Blood Diamond,71.0,170.0,76.0,3.12,55,2.17,48,0.0,0,73,0.0,38.157426420260094
Michael Diaz,70.0,260.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Hacran Dias,68.0,155.0,69.0,2.08,41,3.31,55,2.5,39,76,0.5,42.223134839151264
Ryan Diaz,70.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,47.58110882956879
Nate Diaz,72.0,170.0,76.0,4.57,45,3.77,52,1.05,30,41,1.3,41.39082819986311
Nick Diaz,73.0,170.0,76.0,5.71,42,3.84,59,1.28,32,60,1.0,43.096509240246405
Mark Dickman,69.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,42.13278576317591
Juan Diaz,68.0,135.0,69.0,3.72,41,3.4,59,5.5,50,0,0.8,28.26009582477755
Adrian Diaz,70.0,145.0,72.0,0.48,42,3.84,51,2.4,50,0,0.0,38.362765229295
Ozzy Diaz,76.0,185.0,79.0,5.33,49,6.52,61,0.0,0,50,0.0,35.78918548939083
Kyle Dietz,68.0,135.0,72.0,1.82,45,2.08,62,0.0,0,0,0.0,40.355920602327174
Josh Diekmann,64.0,246.0,72.0,0.28,5,8.17,25,0.0,0,0,0.0,49.908281998631075
Seth Dikun,70.0,135.0,69.0,1.45,26,2.18,55,0.0,0,45,0.9,46.08624229979466
Ralph Dillon,74.0,205.0,72.0,0.34,14,0.69,60,0.0,0,0,0.0,39.59753593429158
TJ Dillashaw,66.0,135.0,67.0,5.09,41,3.47,62,1.56,30,77,0.8,40.577686516084874
Rodolfo Marques Diniz,66.0,135.0,72.0,1.08,32,2.36,33,0.0,0,50,1.8,42.620123203285424
Jhonata Diniz,76.0,254.0,79.0,3.89,56,3.62,56,0.0,0,70,0.0,35.20602327173169
Ding Meng,74.0,170.0,73.0,3.8,45,4.33,51,0.5,50,0,0.0,31.942505133470227
Matt Dixon,70.0,170.0,75.0,1.97,43,4.56,37,3.06,30,0,0.0,30.910335386721425
Adama Diop,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Drew Dimanlig,70.0,185.0,72.0,3.7,73,3.17,20,0.0,0,0,0.0,39.59753593429158
Anthony Do,64.0,125.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Helio Dipp,77.0,185.0,72.0,0.6,25,1.8,62,0.0,0,50,0.0,46.73511293634497
AJ Dobson,73.0,185.0,76.0,4.29,46,5.31,46,1.67,75,65,0.3,34.63381245722108
Russell Doane,67.0,135.0,70.0,1.75,40,1.68,53,2.11,45,52,0.8,40.06570841889117
Drew Dober,68.0,155.0,70.0,4.48,41,4.33,53,0.61,16,58,0.1,37.880903490759756
David Dodd,74.0,200.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,52.955509924709105
Rico DiSciullo,68.0,135.0,72.0,1.71,33,4.41,56,0.0,0,0,0.0,39.90143737166324
John Dodson,63.0,135.0,66.0,3.2,40,3.58,61,0.71,28,82,0.0,41.94387405886379
John Dixson,72.0,275.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,64.89253935660507
Shana Dobson,66.0,125.0,69.0,3.34,37,5.2,50,0.84,50,14,0.0,37.437371663244356
Mike Dolce,71.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,50.392881587953454
Joe Doerksen,72.0,185.0,75.0,1.43,42,2.79,50,2.02,33,33,2.3,48.90896646132786
Cameron Dollar,71.0,155.0,72.0,5.04,38,2.94,61,0.0,0,0,0.0,39.32101300479124
Roman Dolidze,74.0,185.0,76.0,3.19,41,3.71,48,1.16,43,32,0.7,38.143737166324435
Houston Dorr,73.0,210.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Dennis Dombrow,70.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,40.473648186173854
Dong Huaxiang,63.0,115.0,62.0,3.22,53,3.44,65,4.0,35,66,0.0,28.043805612594113
CB Dollaway,74.0,185.0,76.0,2.65,47,2.58,54,3.55,54,62,1.2,43.07460643394935
John Donaldson,68.0,145.0,72.0,1.21,23,4.22,51,0.0,0,0,0.0,34.16016427104723
OJ Dominguez,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Daniil Donchenko,71.0,170.0,71.0,8.07,62,2.8,70,0.58,33,75,0.0,25.089664613278575
Geronimo dos Santos,75.0,264.0,72.0,1.09,33,8.73,41,0.0,0,33,0.0,46.053388090349074
Antonio Dos Santos,70.0,185.0,72.0,5.4,51,3.94,43,0.0,0,100,0.0,38.12731006160164
Junior Dos Santos,76.0,238.0,77.0,4.49,47,3.33,56,0.3,50,81,0.1,42.600958247775495
Rafael Dos Anjos,68.0,170.0,70.0,3.48,47,3.23,60,1.95,35,54,0.6,41.86173853524983
Cody Donovan,75.0,205.0,74.0,5.61,59,5.44,45,1.67,28,0,1.7,45.541409993155376
Acacio Dos Santos,76.0,205.0,79.0,1.27,41,1.4,43,0.0,0,31,0.0,34.93771389459275
Rayanne dos Santos,62.0,115.0,62.0,4.57,40,6.47,59,0.5,14,80,0.0,31.247091033538673
Felipe dos Santos,67.0,125.0,70.0,3.75,39,3.8,41,0.0,0,20,0.5,25.984941820670773
Anderson Dos Santos,65.0,135.0,70.0,2.7,25,5.37,49,0.98,14,66,0.7,41.11978097193703
Oleksandr Doskalchuk,66.0,125.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,36.48459958932238
Damion Douglas,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,44.05749486652977
Tiago dos Santos e Silva,69.0,145.0,70.0,3.69,35,4.23,59,0.63,11,33,0.3,39.403148528405204
Lerryan Douglas,69.0,145.0,72.0,8.67,64,4.82,63,0.0,0,0,0.0,31.362080766598222
David Douglas,71.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,45.05681040383299
Cedric Doumbe,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,34.064339493497606
John Dowdy,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Jordan Dowdy,70.0,170.0,72.0,2.11,44,2.63,50,0.0,0,0,0.0,39.59753593429158
Danny Downes,72.0,155.0,72.0,1.66,34,3.53,37,0.0,0,37,0.5,40.41341546885695
Derek Downey,73.0,185.0,72.0,0.32,100,3.36,12,2.4,16,0,0.0,46.36002737850787
Kyle Driscoll,71.0,145.0,74.0,2.73,32,2.6,58,2.0,18,0,0.0,31.953456536618756
Anthony Drilich,65.0,125.0,65.0,5.8,31,5.07,40,0.0,0,55,0.0,32.473648186173854
Edson Drago,76.0,220.0,72.0,1.16,40,2.39,36,0.0,0,55,0.0,49.021218343600275
Robert Drysdale,75.0,205.0,72.0,0.0,0,0.0,0,7.32,100,0,21.9,44.91991786447639
Jimmy Drago,70.0,170.0,71.0,3.8,29,5.6,65,1.0,50,0,0.0,31.548254620123203
John Doyle,71.0,205.0,72.0,3.5,44,10.51,27,0.0,0,0,0.0,49.790554414784395
Joe Duarte,70.0,155.0,72.0,2.27,38,4.0,53,3.0,50,69,1.0,49.61259411362081
Hugo Duarte,72.0,240.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,58.07529089664613
Antonio Duarte,67.0,135.0,72.0,4.55,40,4.18,57,0.0,0,60,0.0,39.493497604380565
Chris Drumm,68.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Tomasz Drwal,73.0,205.0,76.0,3.29,38,2.26,57,3.55,60,82,0.4,44.62149212867899
Dricus Du Plessis,73.0,185.0,76.0,5.21,48,4.24,54,1.9,48,50,0.6,32.643394934976044
Matthieu Duclos,75.0,185.0,77.0,3.93,37,6.81,46,0.0,0,100,0.0,31.42505133470226
Yuneisy Duben,64.0,125.0,65.0,5.65,52,5.31,42,1.68,50,50,0.0,30.16290212183436
Emily Ducote,62.0,115.0,63.0,7.45,52,7.84,57,0.2,14,94,0.0,32.67898699520876
Adin Duenas,66.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,38.17932922655715
Viktoriia Dudakova,65.0,115.0,67.0,2.87,47,3.4,50,2.73,35,33,0.0,27.61122518822724
Todd Duffee,75.0,260.0,78.0,5.93,37,2.87,56,0.72,25,90,0.0,40.7501711156742
Jack Duffy,67.0,125.0,69.0,5.07,69,2.13,52,0.0,0,62,0.0,30.92950034223135
Milana Dudieva,63.0,135.0,72.0,0.87,31,3.43,58,2.34,45,0,0.0,37.08966461327858
Joe Duffy,70.0,155.0,73.0,2.68,34,3.78,54,0.96,66,64,0.7,38.548939082819984
Alexis Dufresne,69.0,135.0,72.0,1.33,27,3.33,60,1.5,50,50,0.0,36.016427104722794
Jessamyn Duke,71.0,135.0,73.0,4.83,53,4.43,57,1.27,36,50,1.9,40.20260095824778
Islam Dulatov,75.0,170.0,75.0,8.78,54,4.24,50,2.2,100,100,0.0,28.095824777549623
Isaac Dulgarian,67.0,145.0,71.0,2.99,63,1.65,40,4.57,50,0,1.8,30.17385352498289
Kelly Dullanty,68.0,155.0,72.0,0.0,0,0.67,75,0.0,0,66,0.0,48.837782340862425
Christian Leroy Duncan,74.0,185.0,79.0,4.45,57,2.36,54,0.43,20,57,0.0,31.121149897330596
Sedriques Dumas,74.0,185.0,79.0,1.97,44,2.64,53,1.3,31,33,0.2,31.085557837097877
Evan Dunham,70.0,155.0,70.0,5.33,39,3.54,61,1.82,33,79,1.0,44.71731690622861
Alex Dunworth,68.0,155.0,72.0,1.94,31,8.71,35,0.0,0,50,0.0,39.59753593429158
Chris Duncan,70.0,155.0,71.0,4.83,45,4.57,50,2.92,40,55,0.6,33.32511978097194
