fighter_name,height,weight_lbs,reach_inches,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,age
Kayla Harrison,68.0,135.0,66.0,4.29,62,1.1,66,2.84,37,100,0.9,36.18069815195072
Luke Hartwig,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Clay Harvison,73.0,170.0,74.0,3.29,48,3.91,58,0.66,100,68,1.3,45.946611909650926
Takayo Hashi,64.0,135.0,72.0,2.84,26,6.56,61,0.0,0,0,0.0,48.92813141683778
Dale Hartt,70.0,155.0,69.0,1.14,35,1.55,66,1.22,100,25,2.5,47.42505133470226
Justin Haskins,70.0,170.0,72.0,1.51,33,2.65,54,1.62,40,52,0.8,47.01984941820671
Farman Hasanov,71.0,170.0,74.0,1.4,51,1.0,70,17.0,62,0,0.0,31.09924709103354
Hidehiko Hasegawa,69.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,48.15058179329227
Chris Haseman,71.0,205.0,72.0,0.93,70,4.67,28,0.0,0,40,2.0,57.2621492128679
Tomohiko Hashimoto,72.0,250.0,72.0,0.0,0,11.67,30,0.0,0,0,0.0,49.05681040383299
Hayder Hassan,70.0,170.0,72.0,2.11,46,3.16,48,0.0,0,25,0.0,43.879534565366185
Daiki Hata,66.0,139.0,72.0,1.44,39,1.42,55,0.67,100,35,0.7,44.035592060232716
Ahmad Hassanzada,73.0,155.0,75.0,3.16,39,4.42,38,2.43,19,0,1.2,29.793292265571527
Phil Hawes,72.0,185.0,77.0,5.33,59,3.72,55,2.11,34,90,0.2,37.659137577002056
Justin Hawes,71.0,205.0,72.0,0.0,0,3.41,37,0.0,0,0,0.0,47.64681724845996
Chris Hawk,73.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,40.71184120465435
Del Hawkins,65.0,135.0,72.0,1.15,27,2.01,46,0.0,0,0,0.0,39.59753593429158
Tommy Hayden,69.0,145.0,72.0,1.48,27,2.05,55,3.42,33,66,0.0,40.49007529089665
Ryan Hayes,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Mike Hayes,76.0,230.0,72.0,4.87,55,1.47,77,0.0,0,75,4.0,45.889117043121146
John Hathaway,73.0,170.0,75.0,3.4,40,1.8,62,2.61,43,60,0.9,39.123887748117724
Gerric Hayes,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,45.85352498288843
Josh Haynes,69.0,170.0,72.0,1.25,22,4.03,52,0.94,18,42,0.0,49.10335386721424
Dustin Hazelett,73.0,170.0,76.0,2.24,40,3.51,46,0.55,50,25,4.1,40.355920602327174
Spencer Hearns,71.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
James Head,73.0,170.0,73.0,2.75,48,3.11,49,0.41,100,66,0.8,42.573579739904176
Pat Healy,72.0,155.0,72.0,2.57,36,2.57,50,3.08,37,55,1.1,43.13210130047912
Ryan Healy,73.0,155.0,72.0,1.67,35,3.0,38,3.0,50,40,1.0,43.13210130047912
David Heath,71.0,205.0,72.0,1.48,30,5.16,49,0.33,50,57,1.0,50.57084188911704
Chris Heatherly,69.0,155.0,72.0,1.08,45,2.67,52,3.39,50,100,0.7,38.784394250513344
Jake Hecht,72.0,170.0,73.0,3.26,47,2.76,56,2.04,37,40,0.0,42.573579739904176
Nick Hein,66.0,155.0,66.0,2.65,35,3.61,59,0.86,33,83,0.0,42.36824093086927
Donavon Hedrick,71.0,185.0,76.0,2.7,47,1.77,61,3.12,33,42,0.0,29.462012320328544
Ian Heinisch,71.0,185.0,72.0,3.25,50,2.98,59,1.02,17,59,0.7,38.08624229979466
Delson Heleno,71.0,185.0,72.0,0.69,75,4.83,19,0.0,0,0,0.0,48.80492813141684
Marcin Held,69.0,155.0,71.0,1.41,34,2.02,47,2.46,46,37,1.3,34.63381245722108
Matt Helm,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Elisha Helsper,66.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,43.58110882956879
Ron Henderson,70.0,125.0,72.0,2.53,25,3.6,48,1.0,20,0,0.0,39.59753593429158
Josh Hendricks,74.0,235.0,72.0,0.98,20,11.8,29,0.0,0,0,0.0,50.02327173169062
Dan Henderson,71.0,185.0,74.0,2.44,47,2.7,51,1.52,52,57,0.3,56.035592060232716
Benson Henderson,69.0,170.0,70.0,2.93,45,1.79,63,2.4,45,63,0.8,42.8062970568104
Cory Hendricks,75.0,205.0,72.0,3.13,39,4.07,42,0.0,0,100,0.0,38.32443531827516
Paulo Henrique,67.0,125.0,69.0,0.93,32,1.87,61,0.0,0,50,0.0,24.177960301163587
Luis Henrique,74.0,243.0,74.0,1.81,43,2.22,47,3.09,36,50,1.0,33.04312114989733
Johny Hendricks,69.0,185.0,69.0,3.49,45,3.99,53,3.83,46,63,0.3,42.98425735797399
Diego Henrique da Silva,74.0,185.0,72.0,2.53,57,3.27,30,0.0,0,63,0.0,40.04106776180698
Danny Henry,72.0,145.0,73.0,5.2,51,4.16,45,0.74,33,50,2.2,38.13826146475017
Victor Henry,67.0,135.0,68.0,7.17,53,5.19,48,1.04,42,81,0.3,39.3429158110883
TJ Hepburn,67.0,155.0,72.0,0.73,37,0.13,81,2.0,40,60,0.0,39.59753593429158
Anthony Hernandez,72.0,185.0,75.0,4.57,60,3.1,51,5.88,48,68,1.6,32.884325804243666
Jai Herbert,73.0,155.0,77.0,3.19,41,3.34,52,0.42,21,66,0.0,38.31622176591376
Alexander Hernandez,69.0,155.0,72.0,4.23,40,4.45,59,1.05,35,68,0.1,33.93018480492813
Dave Herman,76.0,242.0,77.0,4.98,60,3.78,48,1.49,100,58,0.0,41.92470910335387
Ed Herman,73.0,205.0,77.0,3.31,48,3.71,42,1.96,47,59,1.0,45.927446954141
Jack Hermansson,73.0,170.0,77.0,5.15,45,3.72,56,1.48,29,80,0.4,38.23956194387406
Noe Hernandez,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Nohelin Hernandez,70.0,135.0,71.0,1.32,34,2.63,52,0.71,50,37,0.0,32.51745379876797
Carlos Hernandez,68.0,125.0,67.0,3.83,45,3.5,50,1.56,21,65,0.2,32.865160848733744
Luis Hernandez,70.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,30.039698836413415
Paul Herrera,70.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,62.54072553045859
Leslie Hernandez,63.0,115.0,64.0,3.6,58,2.53,55,0.0,0,54,0.0,28.687200547570157
Joe Hernandez,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Ramiro Hernandez,69.0,135.0,72.0,2.72,28,5.51,64,0.0,0,0,0.0,40.12594113620808
Chris Herrera,70.0,185.0,72.0,2.04,37,3.35,48,1.8,100,100,0.0,39.59753593429158
Geane Herrera,65.0,125.0,66.0,1.51,31,5.07,52,0.83,37,38,0.6,36.27926078028747
Brandon Hester,73.0,205.0,72.0,3.53,53,0.4,68,4.0,80,0,0.0,39.59753593429158
Jon Hess,79.0,295.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Alvaro Herrera Mendoza,72.0,155.0,74.0,1.89,38,3.4,55,0.0,0,33,1.1,36.31485284052019
Conor Heun,70.0,155.0,72.0,2.92,36,3.66,54,2.45,31,33,0.3,47.56741957563313
Clint Hester,74.0,205.0,77.0,3.36,42,3.44,56,1.02,35,60,0.0,39.79192334017796
Felice Herrig,64.0,115.0,65.0,3.84,37,5.19,48,1.08,28,75,0.8,41.96577686516085
Jimy Hettes,69.0,145.0,71.0,3.47,57,3.5,57,5.2,44,61,1.4,39.24435318275154
Heath Herring,76.0,250.0,78.0,2.37,50,1.77,54,1.22,50,32,0.7,48.51471594798083
Marcus Hicks,66.0,155.0,64.0,1.42,43,3.06,61,2.7,53,25,4.0,50.78165639972622
Isaiah Hill,70.0,155.0,72.0,4.84,50,0.97,80,0.0,0,66,14.5,39.59753593429158
Richie Hightower,68.0,170.0,72.0,4.62,35,6.92,21,3.46,100,100,0.0,51.7782340862423
Alex Higley,70.0,145.0,72.0,0.29,100,1.74,60,0.0,0,0,0.0,39.59753593429158
Lee Higgins,70.0,155.0,72.0,1.02,26,3.68,40,0.0,0,0,0.0,46.14647501711157
Jay Hieron,72.0,170.0,75.0,1.66,32,1.89,61,4.05,60,66,1.0,50.105407255304584
Brady Hiestand,68.0,135.0,71.0,2.7,50,3.75,51,4.8,46,42,1.1,27.353867214236825
Jason High,68.0,155.0,73.0,1.28,42,1.56,48,2.36,63,37,2.8,44.90075290896646
Tyler Hill,75.0,170.0,72.0,3.64,39,5.33,47,0.0,0,0,0.0,35.07460643394935
Corey Hill,76.0,155.0,80.0,3.57,46,1.61,70,3.02,80,100,0.0,47.92607802874743
Kailan Hill,73.0,185.0,77.0,2.6,53,4.8,37,3.0,42,0,0.0,31.76454483230664
Jamahal Hill,76.0,205.0,79.0,6.19,51,4.03,44,0.0,0,73,0.0,35.30184804928131
Angela Hill,63.0,115.0,64.0,5.46,50,5.0,60,0.76,30,72,0.2,41.648186173853524
Alvin Hines,74.0,265.0,74.0,5.58,32,7.62,38,0.9,10,0,0.0,34.88021902806297
Hatsu Hioki,71.0,145.0,73.0,2.42,42,2.12,65,2.55,56,54,0.6,43.13757700205339
Branden Lee Hinkle,75.0,235.0,72.0,2.61,69,3.91,26,4.34,57,66,4.3,53.106091718001366
Alan Hiro,65.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,40.42436687200548
Kuniyoshi Hironaka,70.0,168.0,70.0,1.98,40,3.01,54,1.91,30,25,0.6,50.220396988364136
Kwan Ho Kwak,65.0,135.0,72.0,3.29,41,3.45,47,0.78,100,26,0.0,37.21834360027378
Bobby Hoffman,74.0,245.0,72.0,2.02,70,1.32,19,1.17,50,0,1.2,57.856262833675565
Yuji Hisamatsu,70.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,54.9678302532512
An Tuan Ho,66.0,125.0,66.0,1.95,35,2.81,55,1.72,25,16,0.0,25.94113620807666
Matt Hobar,70.0,135.0,70.0,3.23,42,4.27,52,3.66,44,50,0.0,39.663244353182755
Mizuto Hirota,67.0,155.0,67.0,3.36,40,3.5,54,1.36,50,58,0.1,45.3388090349076
Sean Holden,70.0,170.0,72.0,2.4,59,0.6,59,5.0,83,0,2.0,41.96851471594798
Chris Hofmann,72.0,170.0,72.0,4.78,45,4.63,35,3.42,42,0,0.0,36.799452429842574
Andrew Holbrook,71.0,155.0,70.0,2.2,49,3.0,54,0.85,18,10,2.1,40.580424366872
Sam Hoger,74.0,205.0,72.0,1.07,25,2.25,57,1.12,38,29,1.3,46.19028062970568
Josh Hokit,73.0,235.0,73.0,9.29,64,5.28,48,3.73,47,77,0.4,28.815879534565365
Chris Holdsworth,71.0,135.0,72.0,1.85,29,1.94,58,3.38,62,100,2.0,38.86926762491444
Roger Hollett,71.0,205.0,72.0,1.83,47,6.47,34,1.0,28,30,0.0,47.912388774811774
Max Holloway,71.0,155.0,69.0,6.92,48,4.6,58,0.22,53,81,0.3,34.757015742642025
Kevin Holland,75.0,170.0,81.0,4.24,49,3.21,50,0.79,36,57,0.6,33.83436002737851
Jeremie Holloway,72.0,170.0,72.0,0.81,50,0.51,79,0.0,0,0,0.0,41.935660506502394
Gabrielle Holloway,63.0,145.0,72.0,0.7,42,3.07,34,3.0,35,16,1.0,36.394250513347025
Rex Holman,75.0,205.0,72.0,2.75,34,7.25,40,0.0,0,100,0.0,39.59753593429158
Joseph Holmes,76.0,185.0,80.0,2.88,53,3.08,54,1.49,40,50,0.8,31.175906913073238
Holly Holm,68.0,135.0,69.0,3.13,40,2.92,55,0.87,30,76,0.1,44.8870636550308
Brandon Holmes,74.0,185.0,74.0,4.72,45,8.76,50,0.0,0,50,0.0,29.582477754962355
Paddy Holohan,70.0,125.0,69.0,2.13,46,2.81,46,2.88,47,71,1.3,38.34360027378508
Kurt Holobaugh,71.0,155.0,70.0,4.58,44,4.24,49,0.65,33,38,0.8,39.99452429842574
Ben Holscher,71.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Lorenzo Hood,75.0,265.0,80.0,2.64,61,4.66,11,0.0,0,100,0.0,37.51403148528405
Mark Holst,72.0,155.0,72.0,0.25,19,1.67,47,0.76,100,60,2.3,41.06228610540725
Barb Honchak,64.0,125.0,65.0,4.04,30,4.67,66,0.0,0,0,1.3,47.01984941820671
SeongChan Hong,67.0,155.0,69.0,6.57,55,8.76,47,0.0,0,0,0.0,36.772073921971256
JunYoung Hong,69.0,145.0,69.0,2.1,39,2.3,48,0.0,0,35,0.0,35.71800136892539
Sabah Homasi,72.0,170.0,72.0,4.98,48,6.91,47,2.8,50,66,0.0,37.880903490759756
Mark Hominick,68.0,145.0,68.0,4.08,42,4.18,69,0.25,66,71,0.9,44.12594113620808
Scott Holtzman,69.0,155.0,69.0,4.32,47,3.66,55,1.88,56,67,0.2,42.93497604380561
Chris Honeycutt,70.0,170.0,73.0,2.99,44,1.41,66,3.4,45,75,0.0,38.116358658453116
David Hood,72.0,200.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Dakota Hope,66.0,155.0,68.0,7.07,41,7.0,33,1.0,33,100,0.0,29.60164271047228
Satoshi Honma,73.0,205.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,58.299794661190965
Chase Hooper,73.0,155.0,74.0,4.44,49,2.97,39,2.5,32,55,2.2,26.981519507186857
Dan Hooker,72.0,155.0,75.0,4.82,48,4.94,49,0.68,33,77,0.6,36.56125941136208
Chris Horodecki,69.0,155.0,69.0,4.59,41,3.16,65,1.52,55,37,0.9,38.95140314852841
Jeremy Horn,73.0,185.0,74.0,1.19,39,1.99,55,1.83,38,29,1.1,51.03353867214237
Moti Horenstein,76.0,230.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,62.455852156057496
Yoshinori Horie,68.0,145.0,70.0,2.76,49,5.65,48,0.0,0,0,0.0,31.326488706365502
Darrell Horcher,70.0,155.0,70.0,2.05,44,4.21,39,0.35,50,47,0.7,39.110198494182065
Kyoji Horiguchi,64.0,125.0,63.0,3.64,47,2.08,64,1.67,40,61,0.1,35.90143737166324
John Hosman,70.0,135.0,72.0,1.11,38,1.52,45,0.0,0,46,0.0,45.81245722108145
Jamey-Lyn Horth,67.0,125.0,66.0,3.8,47,2.64,63,0.98,42,80,0.2,36.43805612594114
Jeff Hougland,67.0,135.0,68.0,1.86,48,3.46,47,0.86,18,0,1.1,48.09582477754962
Saeed Hosseini,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Yuma Horiuchi,66.0,125.0,67.0,3.73,30,5.0,35,2.0,16,0,2.0,28.955509924709105
Matt Horning,64.0,125.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,50.050650239561946
Matt Horwich,73.0,185.0,72.0,1.11,62,2.16,38,0.33,9,28,2.7,47.92881587953457
Trey Houston,71.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,38.24503764544832
Jamie Houston,70.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Harold Howard,74.0,240.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Brian Houston,74.0,185.0,72.0,1.9,35,3.67,53,0.95,100,87,0.0,45.36344969199179
Shane Howell,68.0,125.0,72.0,1.27,32,2.55,42,0.0,0,20,0.0,42.77344284736482
John Howard,67.0,170.0,72.0,2.15,50,3.08,51,2.7,49,53,0.4,43.51813826146475
Yuele Huang,70.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,26.17385352498289
Carlos Huachin,64.0,135.0,67.0,2.1,21,4.8,50,0.0,0,66,0.0,30.255989048596852
Hu Yaozong,75.0,185.0,72.0,3.35,48,5.09,35,0.0,0,33,0.4,31.416837782340863
Huang Feier,65.0,115.0,65.0,0.0,0,0.0,0,0.0,0,0,0.0,32.48733744010951
Brady Huang,69.0,135.0,69.0,4.62,37,10.77,30,0.0,0,0,0.0,33.72210814510609
Austin Hubbard,70.0,155.0,71.0,3.97,42,4.1,55,1.63,28,68,0.1,34.70773442847365
Collin Huckbody,75.0,185.0,76.0,2.05,60,2.73,42,10.23,100,0,20.4,31.93702943189596
Alex Huddleston,79.0,254.0,72.0,2.47,42,2.59,67,0.0,0,0,0.9,40.07118412046543
Casey Huffman,75.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Roger Huerta,69.0,155.0,70.0,3.64,36,2.33,56,2.13,46,52,0.5,43.29911019849418
Matt Hughes,69.0,170.0,73.0,2.14,53,1.36,53,2.95,50,35,1.2,52.89801505817933
Jeff Hughes,74.0,250.0,77.0,3.95,51,3.67,60,0.71,50,45,0.0,38.30527036276523
Sam Hughes,65.0,115.0,64.0,4.41,47,4.69,58,1.12,29,63,0.2,34.19028062970568
Mark Hughes,69.0,205.0,72.0,0.9,47,0.4,42,3.0,50,0,4.5,52.89801505817933
David Hulett,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,45.9958932238193
Victor Hugo,67.0,135.0,71.0,3.27,44,2.95,56,0.81,33,73,1.2,33.78781656399726
Dominik Humburger,70.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,30.67488021902806
Ronald Humphrey,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,25.960301163586585
Bryan Humes,70.0,265.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Abongo Humphrey,71.0,205.0,72.0,1.45,40,3.83,46,1.41,37,33,3.8,49.27857631759069
Zevan Hunt,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,27.745379876796715
Harry Hunsucker,74.0,205.0,75.0,3.54,52,6.53,42,0.0,0,0,2.0,37.672826830937716
Alex Hunter,69.0,226.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Mark Hunt,70.0,265.0,72.0,2.81,43,2.9,51,0.51,55,64,0.2,52.45722108145106
Adam Hunter,73.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,42.8911704312115
Joe Hurley,68.0,155.0,72.0,1.12,45,3.35,56,0.0,0,20,0.0,48.20260095824778
Abdul Hussein,67.0,135.0,67.0,4.96,65,3.35,45,1.14,50,66,3.4,29.09514031485284
Solomon Hutcherson,71.0,185.0,72.0,2.59,39,2.59,64,3.53,100,0,0.0,54.01505817932922
Young Hwang,69.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,38.00958247775496
Abdul Azeem Badakhshi,70.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
In Su Hwang,71.0,185.0,74.0,2.47,46,6.2,44,0.0,0,50,0.0,32.63244353182751
Niklas Backstrom,73.0,145.0,72.0,1.12,41,3.65,40,2.92,80,72,2.2,37.040383299110196
Seth Baczynski,75.0,170.0,75.0,3.08,31,3.14,51,0.89,16,48,0.8,44.86242299794661
Melsik Baghdasaryan,69.0,145.0,70.0,4.98,58,3.15,56,0.0,0,70,0.0,34.60643394934976
Ryan Bader,74.0,205.0,74.0,2.82,43,1.39,71,3.37,44,80,0.4,43.2498288843258
Bahatebole Batebolati,68.0,170.0,71.0,4.02,45,4.83,61,1.34,66,100,0.0,28.982888432580424
Siyar Bahadurzada,71.0,170.0,73.0,2.91,40,3.23,49,1.32,61,62,0.3,42.38740588637919
Ignacio Bahamondes,75.0,170.0,75.0,5.99,46,4.07,55,0.0,0,70,0.6,29.026694045174537
Izabela Badurek,65.0,115.0,72.0,3.74,71,4.9,32,1.75,12,100,0.0,35.15674195756331
Ali Bagautinov,64.0,125.0,65.0,2.85,42,3.09,52,2.51,36,65,0.3,41.24024640657084
Miguel Baeza,74.0,170.0,74.0,4.09,49,5.92,46,0.36,22,54,2.0,34.03696098562629
Mehdi Baghdad,73.0,155.0,72.0,3.13,30,4.56,46,0.0,0,33,0.0,41.399041752224505
Jordan Bailey,69.0,145.0,72.0,1.74,40,0.29,0,4.35,100,0,4.3,39.59753593429158
Shamar Bailey,69.0,155.0,75.0,1.56,20,3.91,69,1.5,33,37,0.0,43.95619438740589
Scott Baker,72.0,210.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Eros Baluyot,64.0,125.0,65.0,2.31,75,1.54,60,0.0,0,0,0.0,33.869952087611225
Oluwale Bamgbose,71.0,185.0,78.0,2.45,48,2.7,55,0.94,33,37,0.0,39.09103353867214
Gary Balletto,70.0,170.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,31.627652292950035
Jin Bala,69.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Balajin,69.0,145.0,72.0,1.4,33,2.73,50,2.0,20,66,0.0,34.43394934976044
Bryan Baker,75.0,185.0,72.0,1.78,52,2.83,45,0.44,50,37,0.9,40.89801505817933
Yohan Banks,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Stephen Banaszak,72.0,145.0,72.0,4.2,47,1.15,66,0.0,0,100,1.9,35.748117727583846
Humberto Bandenay,71.0,145.0,71.0,2.22,41,4.79,41,2.9,46,62,0.5,32.00547570157426
Marcin Bandel,70.0,155.0,72.0,0.79,50,5.26,23,0.0,0,0,0.0,36.90622861054072
Tae Hyun Bang,69.0,155.0,71.0,2.72,38,2.07,66,0.49,33,57,0.5,43.39493497604381
Shauna Bannon,65.0,115.0,65.0,3.85,44,3.25,45,0.0,0,47,0.5,32.87063655030801
Antonio Banuelos,65.0,135.0,63.0,2.69,33,3.15,58,1.62,62,86,0.4,46.954140999315534
Iwo Baraniewski,72.0,205.0,73.0,11.35,57,8.65,52,0.0,0,100,0.0,27.794661190965094
Junior Barata,70.0,170.0,72.0,4.03,33,8.46,34,0.0,0,0,0.0,44.61327857631759
Renan Barao,66.0,145.0,70.0,3.78,36,3.9,57,1.49,41,91,0.5,39.59753593429158
Bryan Barberena,72.0,185.0,72.0,5.35,48,4.59,44,0.13,22,50,0.3,37.34428473648186
Djani Barbir,75.0,185.0,79.0,3.64,40,4.55,66,0.0,0,0,0.0,29.075975359342916
Dione Barbosa,66.0,125.0,66.0,2.15,45,2.29,64,2.47,44,63,2.1,34.32991101984942
Raoni Barcelos,67.0,135.0,67.0,4.65,51,4.24,60,2.51,31,87,0.7,39.351129363449694
James Barnes,68.0,135.0,71.0,0.57,34,3.02,39,1.08,16,40,0.0,44.276522929500345
Luke Barnatt,78.0,185.0,77.0,4.43,36,3.87,59,0.63,42,63,0.4,38.39835728952772
Marcio Barbosa,66.0,145.0,70.0,7.01,47,6.65,52,0.0,0,100,0.0,28.292950034223136
Daniel Barez,66.0,125.0,66.0,4.6,48,6.93,50,1.71,29,80,0.5,37.738535249828885
Maycee Barber,65.0,125.0,65.0,4.56,53,2.78,55,1.56,45,51,0.1,28.303901437371664
Danny Barlow,74.0,185.0,79.0,5.81,51,4.65,52,0.0,0,100,0.0,31.096509240246405
Chris Barnett,69.0,261.0,75.0,3.36,47,6.55,36,0.0,0,35,0.0,40.2299794661191
Edson Barboza,71.0,155.0,75.0,4.14,44,4.68,55,0.43,50,73,0.1,40.62422997946612
Josh Barnett,75.0,250.0,78.0,3.2,50,2.11,57,1.26,55,55,1.4,48.82135523613963
Nick Barnes,71.0,170.0,72.0,2.86,29,8.93,51,5.36,100,100,5.4,39.59753593429158
Carlos Barreto,76.0,230.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,58.12457221081451
Shonte Barnes,71.0,185.0,76.0,2.32,38,1.55,67,0.0,0,60,0.0,39.572895277207394
Chris Barnhizer,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,38.86652977412731
David Baron,66.0,155.0,72.0,1.17,30,2.1,56,0.0,0,14,0.7,53.555099247091036
Dan Barrera,69.0,170.0,72.0,0.8,70,1.2,28,1.0,8,0,0.0,45.70294318959617
Peter Barrett,70.0,145.0,73.0,4.18,61,4.32,42,1.39,22,66,0.0,40.07392197125257
Phil Baroni,69.0,170.0,72.0,2.77,45,3.93,40,1.46,47,60,0.5,50.390143737166326
Jose Barreto,70.0,185.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Marc-Andre Barriault,73.0,185.0,74.0,5.65,47,5.94,49,0.34,28,68,0.1,36.54757015742642
David Barrios,66.0,145.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Ricardo Barros,73.0,205.0,72.0,0.0,0,8.22,31,0.0,0,100,0.0,50.458590006844624
Alexandre Barros,69.0,170.0,72.0,0.98,40,4.05,36,1.84,50,100,0.0,49.79603011635866
Pat Barry,71.0,235.0,74.0,2.72,52,3.54,59,0.0,0,76,0.2,47.167693360711844
Dean Barry,70.0,170.0,72.0,9.31,40,4.66,51,0.0,0,100,0.0,34.17659137577002
Enrique Barzola,67.0,145.0,70.0,3.91,41,2.97,68,4.2,45,66,0.3,37.35797399041752
Javid Basharat,69.0,135.0,69.0,5.18,54,2.75,63,1.83,40,83,0.1,30.99794661190965
Austin Bashi,66.0,145.0,70.0,1.89,42,2.34,52,6.09,35,63,1.4,24.93634496919918
Francimar Barroso,73.0,205.0,75.0,2.77,52,3.07,59,2.22,24,83,0.0,46.521560574948666
Namsrai Batbayar,64.0,125.0,68.0,4.44,45,3.42,48,2.85,30,100,0.9,25.686516084873375
Farid Basharat,68.0,135.0,71.0,4.46,54,3.24,60,3.57,37,54,0.3,29.09514031485284
Ryan Bastianelli,65.0,135.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,46.997946611909654
Stephen Bass,69.0,145.0,72.0,4.87,52,5.87,55,0.0,0,0,0.0,43.81108829568789
Sean Bassett,70.0,155.0,72.0,0.0,0,0.0,0,0.0,0,0,0.0,39.59753593429158
Chris Beal,67.0,125.0,69.0,3.45,35,3.18,61,1.6,58,78,0.2,41.08418891170431
Rudy Bears,71.0,170.0,72.0,1.27,29,2.53,50,0.0,0,0,0.0,47.630390143737166
Shayna Baszler,67.0,135.0,72.0,2.49,30,6.36,51,0.67,18,44,1.3,46.078028747433265
Mario Bautista,69.0,135.0,69.0,5.52,50,4.17,54,2.49,38,57,1.1,33.18275154004107
Donovan Beard,74.0,185.0,78.0,0.0,0,5.77,28,0.0,0,0,0.0,36.83504449007529
Michel Batista,75.0,260.0,72.0,0.0,0,4.03,40,6.72,50,0,0.0,42.379192334017795
Salvador Becerra,69.0,155.0,72.0,4.57,31,3.83,58,0.0,0,66,0.0,39.59753593429158
Alan Baudot,75.0,243.0,79.0,5.36,58,4.82,46,0.0,0,62,0.0,38.59548254620123
Bryan Battle,73.0,185.0,77.0,5.12,52,4.11,44,0.77,17,53,0.4,31.958932238193018
Ariel Beck,66.0,125.0,66.0,4.44,34,4.31,64,0.0,0,0,0.0,35.97262149212868
Jeff Bedard,66.0,145.0,72.0,0.8,51,0.0,100,3.43,66,100,2.6,56.580424366872
Jack Becker,70.0,155.0,71.0,1.01,39,5.82,26,1.68,50,0,0.0,33.711156741957566
Eric Bedard,74.0,239.0,72.0,6.37,35,8.54,52,0.0,0,0,0.0,41.98494182067078
Johnny Bedford,70.0,135.0,71.0,4.53,50,1.75,63,1.83,62,62,0.0,43.66598220396988
Allan Begosso,65.0,135.0,66.0,1.8,40,7.73,34,0.0,0,25,2.0,30.78713210130048
Chase Beebe,67.0,135.0,67.0,2.17,38,1.64,69,2.49,42,41,0.9,41.440109514031484
Rolando Bedoya,71.0,155.0,74.0,6.23,47,5.5,52,0.0,0,75,0.2,29.645448323066393
